country,indicator,v1960,v1961,v1962,v1963,v1964,v1965,v1966,v1967,v1968,v1969,v1970,v1971,v1972,v1973,v1974,v1975,v1976,v1977,v1978,v1979,v1980,v1981,v1982,v1983,v1984,v1985,v1986,v1987,v1988,v1989,v1990,v1991,v1992,v1993,v1994,v1995,v1996,v1997,v1998,v1999,v2000,v2001,v2002,v2003,v2004,v2005,v2006,v2007,v2008,v2009,v2010,v2011,v2012,v2013,v2014,v2015,v2016,v2017,v2018,v2019,v2020,v2021,v2022,v2023,v2029,v2024,v2025,v2026,v2027,v2028,pop2029
KSV,POP,0.9848455,1.011421,1.0369505,1.0627375,1.0902695,1.120168,1.1525865,1.187667,1.214208,1.23146,1.249555,1.2730205,1.3015785,1.331176,1.363123,1.397686,1.4348795,1.474457,1.5162495,1.559787,1.604818,1.6465655,1.6831655,1.7192455,1.756818,1.7960185,1.836972,1.88059,1.917882,1.946339,1.97379,2.005362,2.0397225,2.0726635,2.105256,2.1375135,2.1687535,2.197284,2.078964,1.8715235,1.8024925,1.820009,1.829462,1.826434,1.8227725,1.8183545,1.8130785,1.8070945,1.800858,1.7946815,1.7887425,1.791949,1.806532,1.817167,1.8089805,1.77902,1.7617635,1.768119,1.767741,1.755042,1.751417,1.7414455,1.717946,1.7000305,NA,1.68479,1.674125,1.6669915,1.663093,1.661648,1661.2945
KWT,POP,0.31106,0.3459445,0.384995,0.427694,0.4731145,0.5211745,0.5725895,0.628089,0.6877155,0.7494525,0.809114,0.865076,0.9203525,0.9776535,1.038346,1.104863,1.1787115,1.258023,1.340319,1.4235145,1.504782,1.583426,1.6624805,1.7442955,1.8206875,1.894242,1.97252,2.0529945,2.1347075,2.2174685,1.6848185,1.3513985,1.6349615,1.6721515,1.664361,1.681513,1.7302465,1.787683,1.844302,1.9000295,1.954709,2.0081215,2.0599735,2.109881,2.1573205,2.236788,2.3647335,2.5078865,2.6514205,2.795484,2.9433715,3.1328145,3.337025,3.507746,3.665766,3.834454,4.003971,4.1546845,4.3233875,4.4421935,4.400144,4.3607415,4.5895105,4.8387815,NA,4.9345075,5.0260775,5.102773,5.1683685,5.22493,5276.0415
LAO,POP,2.1215135,2.1697955,2.2199095,2.2710605,2.322826,2.3761995,2.4310845,2.487715,2.546377,2.606959,2.669702,2.734628,2.80166,2.8705725,2.939761,3.0055215,3.0648765,3.1189225,3.1717405,3.2282025,3.2925735,3.3666305,3.450026,3.5410015,3.6378435,3.7399845,3.8467145,3.957612,4.072601,4.1909735,4.311955,4.4351175,4.5596465,4.68506,4.80922,4.929409,5.0456785,5.1520115,5.248266,5.3407845,5.4312125,5.521482,5.6108885,5.697945,5.7816255,5.869523,5.9632,6.0562365,6.148969,6.241642,6.334194,6.42659,6.518978,6.6113845,6.7031715,6.8016455,6.9088025,7.018147,7.128045,7.2376355,7.3465325,7.4531935,7.5590075,7.6649925,NA,7.769819,7.8730455,7.9740175,8.0729215,8.1697925,8264.4005
LBN,POP,1.794406,1.850084,1.9095775,1.970316,2.0305425,2.0888305,2.1482605,2.2067305,2.266368,2.328159,2.386114,2.4463135,2.5097285,2.572935,2.635185,2.6931905,2.726469,2.7621555,2.8226815,2.8826355,2.944763,3.0089805,3.054931,3.094996,3.152744,3.2173755,3.3003655,3.3855545,3.4546495,3.5252845,3.5951745,3.6689125,3.747371,3.820647,3.889799,3.960735,4.034781,4.108405,4.181281,4.255277,4.3293395,4.401918,4.463504,4.5255085,4.599279,4.671102,4.7511365,4.8441185,4.9253535,4.9922865,5.041288,5.0960205,5.235742,5.7434365,6.3469905,6.472469,6.3230595,6.160128,5.9841195,5.794594,5.7023975,5.7181215,5.7444885,5.7734925,NA,5.8059615,5.8494205,5.8974665,5.947063,5.9978485,6050.381
LBR,POP,1.1395215,1.167717,1.197039,1.227414,1.258745,1.2911555,1.324383,1.3584345,1.3935295,1.429605,1.466676,1.504077,1.54267,1.5835875,1.626362,1.670913,1.7170595,1.766019,1.8182475,1.8727125,1.9292525,1.9868665,2.0450735,2.1071135,2.173312,2.240539,2.308511,2.3772295,2.446941,2.517858,2.223667,1.956518,2.0724615,2.155126,2.1499285,2.1691615,2.2322885,2.412989,2.6701235,2.8216835,2.9281165,3.0153375,3.0947815,3.1195325,3.1568915,3.3010145,3.4907865,3.6690495,3.8210035,3.9430275,4.05889,4.2211785,4.3730435,4.4702385,4.5642935,4.659431,4.755608,4.8489245,4.944726,5.0437205,5.1494635,5.259323,5.373294,5.493031,NA,5.612817,5.731206,5.853949,5.9868,6.11876,6245.086
LBY,POP,1.49289,1.5556995,1.62196,1.6904575,1.7536910000000001,1.804015,1.8490635,1.8981995,1.952781,2.0142935,2.082589,2.1535335,2.226091,2.3141925,2.432211,2.571556,2.721237,2.881533,3.0525265,3.233846,3.4243775,3.6214865,3.7247655,3.7189605,3.7736335,3.898745,4.0174035,4.129739,4.2377545,4.34292,4.4452395,4.5443995,4.640352,4.733045,4.822037,4.906843,4.987393,5.064639,5.1407045,5.2180375,5.3050215,5.403639,5.5084105,5.6193975,5.7366925,5.858798,5.980211,6.1043795,6.23543,6.3666865,6.497839,6.343203,6.1793275,6.3046285,6.4272515,6.5318195,6.6321255,6.7387695,6.8490545,6.9510325,7.045399,7.135175,7.2238045,7.305659,NA,7.381023,7.4585545,7.5398515,7.627488,7.7168415,7802.212
LCA,POP,0.0925855,0.0934905,0.094505,0.0955195,0.096505,0.0974925,0.0984635,0.0995045,0.1006755,0.1018795,0.1031645,0.1045635,0.106002,0.107498,0.1090755,0.110725,0.112425,0.1141345,0.115834,0.117528,0.11929,0.121166,0.1230865,0.1250445,0.127067,0.1291585,0.131239,0.1332275,0.1350005,0.1365125,0.1378565,0.13952,0.141617,0.1437255,0.14589,0.148208,0.1504365,0.152569,0.1546765,0.156702,0.158616,0.1602365,0.161641,0.1629755,0.164239,0.1654495,0.166639,0.167758,0.1688075,0.1698685,0.1709065,0.171801,0.1725865,0.1733685,0.1741385,0.1749045,0.175646,0.176342,0.177017,0.1776615,0.1782505,0.178522,0.178781,0.1792845,NA,0.1797435,0.180149,0.1804875,0.1807675,0.1810035,181.202
LKA,POP,9.661389,9.8993725,10.1437535,10.3950395,10.6533965,10.9169645,11.1839285,11.4573285,11.736088,12.0138575,12.28711,12.55191,12.809205,13.060916,13.305693,13.5489835,13.7967695,14.0493715,14.310128,14.579614,14.847974,15.099414,15.2865675,15.3887945,15.4418595,15.5441535,15.7312565,15.916576,16.078621,16.248557,16.3524575,16.4753535,16.7392835,17.0259185,17.2757735,17.5640675,17.905018,18.2482,18.596003,18.9447305,19.2930535,19.6003625,19.805752,19.9515215,20.087605,20.2165245,20.352411,20.492545,20.629378,20.756435,20.879089,21.009048,21.169458,21.358827,21.547456,21.7299715,21.9107725,22.087522,22.253118,22.4105515,22.561807,22.700372,22.834965,22.971617,NA,23.1035645,23.2294705,23.348315,23.4615605,23.5691745,23670.637
LSO,POP,0.7365,0.758824,0.7818145,0.805373,0.829437,0.8540895,0.8818695,0.9139825,0.9481045,0.9832025,1.0192725,1.056246,1.094063,1.1326965,1.17242,1.2136435,1.2532135,1.289967,1.32724,1.366169,1.4065205,1.448069,1.4907315,1.534413,1.5789865,1.6243785,1.666138,1.70339,1.7398405,1.7754355,1.809696,1.8423785,1.8732745,1.901793,1.927707,1.9514365,1.9724185,1.9881305,1.998049,2.0032335,2.003913,2.000853,1.994679,1.9850585,1.971129,1.953076,1.9450625,1.9532685,1.9665405,1.980883,1.996251,2.014009,2.0343545,2.056504,2.080089,2.1046115,2.130422,2.1571105,2.183603,2.2094055,2.2357265,2.261542,2.2861105,2.311472,NA,2.3374225,2.3633245,2.389336,2.4153685,2.441442,2467.683
LTU,POP,2.7690945,2.8125985,2.8532865,2.891072,2.928854,2.9652625,3.000357,3.035378,3.0702655,3.1034195,3.135872,3.170709,3.2049055,3.236222,3.266362,3.2957335,3.324568,3.3532475,3.380074,3.404736,3.428419,3.4523095,3.4775845,3.5054315,3.5341235,3.5623885,3.5937805,3.627367,3.6726465,3.696105,3.6950125,3.7014075,3.6975445,3.6801965,3.654891,3.627038,3.5997115,3.573409,3.5477705,3.5229015,3.500402,3.473004,3.4440505,3.415278,3.376699,3.322263,3.269808,3.231374,3.1984805,3.163254,3.0977195,3.0286415,2.9883295,2.9583605,2.933168,2.905764,2.8691095,2.8293125,2.802478,2.795058,2.7957645,2.7944875,2.8169195,2.854099,NA,2.8591095,2.8301445,2.797338,2.7742255,2.7511695,2728.543
LUX,POP,0.3138775,0.316342,0.3196515,0.322848,0.3262325,0.3297025,0.333077,0.3355175,0.337007,0.338263,0.339332,0.341956,0.3460725,0.349201,0.3514255,0.3536805,0.3558715,0.3582445,0.3610465,0.362894,0.3637055,0.364485,0.365056,0.36549,0.3658975,0.366661,0.3684055,0.37079,0.3737825,0.3773775,0.3817,0.386817,0.3919635,0.3972,0.40259,0.408227,0.4137765,0.4189685,0.4241545,0.429897,0.4361325,0.4417515,0.4463885,0.451838,0.4582955,0.4653635,0.472866,0.48027,0.4889905,0.4981865,0.50741,0.518584,0.5309475,0.5433535,0.556279,0.569536,0.583506,0.5964955,0.608101,0.620163,0.630597,0.640274,0.6533125,0.665098,NA,0.673036,0.6804535,0.6874485,0.694278,0.701077,707.591
LVA,POP,2.1311715,2.1571685,2.182285,2.205801,2.229758,2.252762,2.2743495,2.2960785,2.317284,2.337666,2.357559,2.377073,2.395874,2.415783,2.436995,2.4557705,2.470537,2.4846075,2.497362,2.505526,2.511759,2.51997,2.5320145,2.546971,2.562773,2.5792305,2.5997775,2.6259625,2.6522465,2.6648355,2.6601315,2.64894,2.6148265,2.56382,2.5212335,2.485949,2.4579055,2.433231,2.410209,2.390822,2.3683125,2.338301,2.311351,2.288984,2.264174,2.2397835,2.219032,2.200776,2.1777115,2.1420425,2.097831,2.0599415,2.0346335,2.01301,1.994149,1.977867,1.959863,1.942594,1.927588,1.914263,1.9011235,1.885587,1.881063,1.882396,NA,1.8718715,1.853559,1.8359345,1.8215635,1.8070715,1792.484
MAC,POP,0.1733155,0.173323,0.1778095,0.182135,0.225655,0.265631,0.2629425,0.260423,0.257933,0.255306,0.2573955,0.263459,0.273181,0.250324,0.221387,0.2239405,0.227377,0.231539,0.2362065,0.2411465,0.246097,0.252505,0.2610545,0.270503,0.2805565,0.2912775,0.3026695,0.3146195,0.326905,0.3392225,0.351123,0.3622675,0.3722485,0.3813265,0.3901215,0.398693,0.4070285,0.415069,0.42281,0.4302525,0.437309,0.445125,0.456014,0.469053,0.4822,0.4954105,0.5087465,0.5222755,0.53593,0.549483,0.5628055,0.5756325,0.5874455,0.598743,0.610304,0.622179,0.6343115,0.6465545,0.658772,0.670974,0.6830665,0.694402,0.7043565,0.7139115,NA,0.720262,0.722007,0.7231885,0.7240715,0.7242485,725.427
MAR,POP,11.624933,11.9310855,12.2530915,12.577502,12.8988855,13.239171,13.597065,13.968175,14.3478995,14.7342555,15.1294485,15.527225,15.924692,16.3262685,16.7338425,17.150786,17.5741825,18.0147565,18.477385,18.9555885,19.459943,19.9854015,20.520318,21.0606955,21.593778,22.1139535,22.600803,23.0543915,23.5005245,23.9394145,24.375551,24.799014,25.2124685,25.614586,26.0008225,26.3994285,26.8081075,27.213337,27.621648,28.0271795,28.4234355,28.8146425,29.1981415,29.5714155,29.9530185,30.358144,30.7711775,31.186468,31.6067665,32.030778,32.4670155,32.9125875,33.3552415,33.787571,34.20478,34.6075885,35.0234575,35.446392,35.83976,36.210898,36.584208,36.9544425,37.329064,37.712505,NA,38.081173,38.43077,38.762441,39.080099,39.3841255,39674.56
MDA,POP,3.0761665,3.143887,3.2095045,3.271788,3.3302375,3.385972,3.440655,3.4942015,3.5470825,3.59999,3.643517,3.6779275,3.713997,3.752623,3.7938475,3.836946,3.88103,3.925583,3.9702945,4.010389,4.0487135,4.089538,4.1300655,4.172076,4.215888,4.2611305,4.309366,4.359064,4.4077685,4.43938,4.451148,4.4566085,4.4557105,4.4482385,4.434456,4.414211,4.3876555,4.355538,4.3187145,4.2782155,4.2349665,4.18977,4.1429295,4.0954195,4.0466695,3.9886685,3.9213165,3.8513955,3.779504,3.70621,3.6319915,3.557266,3.4826265,3.4087375,3.342709,3.2871645,3.237794,3.1934975,3.153773,3.112562,3.069131,3.0237785,3.0399845,3.06707,NA,3.0349605,2.9961055,2.9612535,2.9323835,2.9034915,2874.448
MDG,POP,5.111029,5.2461575,5.3841495,5.5251855,5.669863,5.819116,5.9742785,6.136486,6.3064935,6.484716,6.672003,6.868868,7.0743975,7.2880485,7.509726,7.739336,7.9768305,8.22224,8.475864,8.7375805,9.0060325,9.2790105,9.5576705,9.8430445,10.1345505,10.4331425,10.736857,11.0472915,11.3694625,11.7049985,12.055639,12.421412,12.8008695,13.1973455,13.61385,14.0512755,14.5107115,14.9908135,15.4893645,16.000506,16.516338,17.032939,17.549913,18.0718535,18.606608,19.1597065,19.730909,20.318583,20.9238405,21.5472795,22.1833405,22.8222995,23.462438,24.1092905,24.764348,25.4267025,26.099952,26.7883745,27.494926,28.219554,28.9535565,29.691083,30.4372605,31.1959325,NA,31.964956,32.740678,33.5220515,34.308793,35.099857,35894.678
MDV,POP,0.0911895,0.0934495,0.095802,0.098222,0.100662,0.104102,0.1085065,0.1125275,0.1160745,0.1195635,0.1232185,0.127035,0.130968,0.1349525,0.1389785,0.143158,0.1475255,0.15193,0.1561585,0.16036,0.164835,0.1695325,0.1743325,0.179128,0.184198,0.190169,0.1969355,0.203944,0.2108845,0.2177385,0.224762,0.2318015,0.238543,0.244884,0.250822,0.256649,0.262347,0.2677075,0.2727225,0.277412,0.2820185,0.2867675,0.291616,0.296491,0.3014125,0.306429,0.313851,0.324479,0.33617,0.348275,0.360792,0.373674,0.386818,0.4000705,0.413617,0.428154,0.443308,0.458287,0.4730985,0.487731,0.5021185,0.5161535,0.5241065,0.525994,NA,0.527799,0.529676,0.531517,0.533431,0.5354935,537.5705
MED,POP,255.7665045,259.7460095,263.827354,268.0159485,272.368185,276.718811,281.1768735,285.792715,290.3855115,294.9646785,299.530691,304.225921,309.0734325,313.93707,318.8243095,323.882585,329.099768,334.2724305,339.3921635,344.601032,350.140059,355.790595,361.344253,367.020984,372.9026305,378.920514,384.8506585,390.694948,396.549557,402.370599,408.4441535,414.491807,420.0764005,425.4826185,431.0722245,436.463966,441.6611305,447.0351195,452.210322,457.3518345,462.708659,468.2092465,474.0569735,480.311636,486.741177,493.1994425,500.209536,507.851452,514.9050145,521.278584,527.582782,533.622448,539.2817695,545.0782625,551.4439685,557.942928,564.219995,570.5158325,577.0025005,583.4158845,589.2477345,594.439375,599.897189,605.836426,NA,611.4338305,616.5351975,621.55006,626.639011,631.638316,NA
MENA,POP,103.62746,106.3814665,109.2705185,112.2921065,115.4074415,118.603947,121.9417825,125.440133,129.0589485,132.8141595,136.672032,140.6073585,144.6389075,148.794785,153.1169975,157.798957,162.7869285,167.878223,173.144762,178.6785315,184.55773,191.349012,198.3214395,204.929499,211.859997,218.903841,226.073577,233.3606585,240.491156,247.5587555,254.189897,260.9772385,268.054459,274.221522,280.1312075,286.316245,292.5119545,298.8239975,305.32004,311.9280765,318.787288,325.8628255,332.507239,339.386569,347.1048085,355.188324,363.5939305,372.102151,380.5433495,388.896841,397.228923,405.8399765,414.7832895,423.947889,433.078266,441.9800085,450.6089415,458.297121,465.3872145,472.8428875,480.071735,487.360186,496.619948,506.808156,NA,516.0602505,524.5411875,532.6483345,540.625445,548.3568465,NA
MERC,POP,105.347732,108.2770775,111.261159,114.295635,117.36206,120.434348,123.5033355,126.5659655,129.62635,132.7037325,135.8206025,138.986489,142.21183,145.5087535,148.865942,152.273532,155.75214450000001,159.3212445,162.974768,166.698138,170.4824625,174.315215,178.170972,182.05046,185.9462215,189.8411775,193.7162055,197.556454,201.366417,205.136897,208.8662845,212.5261635,216.142855,219.7208555,223.2479365,226.7681595,230.2723215,233.758893,237.2731565,240.7599685,244.126048,247.3678905,250.508698,253.5472965,256.5032185,259.4245625,262.2945605,265.072985,267.7608965,270.354407,272.8602755,275.342057,277.8240685,280.300735,282.789423,285.253636,287.5125565,289.2847605,290.3916495,291.2792865,292.299592,293.181278,294.078712,295.2122105,NA,296.416016,297.578444,298.6779275,299.728849,300.7288985,NA
MEX,POP,36.7246145,37.890118,39.1292005,40.4240645,41.772049,43.174477,44.629106,46.129608,47.668303,49.2331935,50.814953,52.412558,54.030168,55.667284,57.3201495,58.9824,60.6455115,62.3084935,63.9790465,65.6488655,67.3003345,68.892108,70.4332595,71.97124,73.5068465,75.043414,76.585637,78.1366505,79.695531,81.2471815,82.82017,84.4305725,86.044809,87.6538075,89.2592045,90.8624545,92.4527025,94.021207,95.575245,97.1157065,98.625552,100.0990995,101.548624,102.9785155,104.394131,105.811504,107.2536655,108.77436,110.374288,111.999721,113.623895,115.2435035,116.8182085,118.343573,119.784261,121.072306,122.2513505,123.4000575,124.573711,125.7629825,126.7990545,127.6481475,128.6131175,129.739759,NA,130.861007,131.9469,132.9976575,134.017708,135.008697,135970.891
MHL,POP,0.0147025,0.015219,0.015755,0.0163015,0.0168525,0.0174025,0.0179265,0.018655,0.019862,0.0213045,0.02253,0.0233665,0.0239925,0.024581,0.025296,0.0261535,0.027021,0.0279055,0.0288095,0.0297385,0.0307745,0.032017,0.0333965,0.034811,0.036264,0.0377615,0.039286,0.040828,0.042321,0.043586,0.044629,0.0455675,0.0463875,0.0470935,0.0477115,0.0482655,0.048775,0.049259,0.049717,0.0502015,0.0507065,0.0511225,0.0514245,0.0516385,0.0517915,0.051906,0.0519925,0.052035,0.05203,0.0520185,0.0520435,0.0519075,0.051419,0.050681,0.049796,0.0488005,0.047709,0.046529,0.045285,0.0440065,0.0427065,0.041367,0.040077,0.038827,NA,0.037548,0.036282,0.035075,0.033976,0.032976,32.0475
MKD,POP,1.435059,1.4551715,1.4717445,1.4887375,1.5109,1.5334655,1.557349,1.582492,1.60893,1.6363455,1.664208,1.6912165,1.717395,1.7438165,1.770545,1.797972,1.82583,1.853138,1.879847,1.906523,1.933038,1.9590655,1.9789555,1.991901,2.003399,2.0143305,2.024732,2.035157,2.0457375,2.055649,2.0636895,2.055994,2.032523,2.0068545,1.992666,1.998534,2.012553,2.0257555,2.037568,2.048087,2.0572525,2.066301,2.074484,2.081411,2.0865805,2.0898065,2.089233,2.081972,2.070834,2.0605985000000002,2.051505,2.0404455,2.0272885,2.01328,1.9978335,1.980366,1.9612595,1.9408785,1.9197285,1.897641,1.8720155,1.8511075,1.840233,1.8318015,NA,1.823009,1.813791,1.8040625,1.7940935,1.7840115,1773.549
MLI,POP,5.40255,5.482283,5.563917,5.646605,5.730125,5.815487,5.9022045,5.990906,6.0829785,6.177704,6.276472,6.377944,6.483726,6.5971065,6.7154365,6.837261,6.9609785,7.0909785,7.2296515,7.3752655,7.5305145,7.6927655,7.8601945,8.0344005,8.2085985,8.374663,8.531277,8.681164,8.8339965,8.9999375,9.17883,9.3628885,9.5535405,9.754786,9.9670315,10.1853655,10.407278,10.646495,10.919573,11.2274145,11.5592905,11.912158,12.28805,12.684955,13.102409,13.5386475,13.9901395,14.4577755,14.9407825,15.4355385,15.945198,16.4690485,16.9570325,17.459615,18.0202665,18.593022,19.1912895,19.8130105,20.4420295,21.0684045,21.7138355,22.3886305,23.07264,23.7691275,NA,24.4785955,25.1988215,25.932275,26.6791695,27.4406105,28215.5115
MLT,POP,0.33082,0.3308485,0.3304885,0.3298055,0.3287885,0.327398,0.3256745,0.323813,0.323512,0.324753,0.326011,0.3272925,0.328609,0.3300525,0.331679,0.3334505,0.335286,0.3371605,0.339061,0.340971,0.342877,0.344752,0.3466445,0.348591,0.350551,0.352566,0.3550765,0.3580805,0.361224,0.3645215,0.367908,0.3713315,0.3747945,0.378217,0.381454,0.3845495,0.387624,0.390679,0.3937745,0.3968885,0.399895,0.4027845,0.4055645,0.4082265,0.4107975,0.4133195,0.4154545,0.4171965,0.418969,0.4207945,0.4226505,0.4246285,0.4266105,0.4284525,0.4344845,0.4449805,0.455269,0.4679025,0.4845575,0.5040155,0.5182065,0.5243765,0.528192,0.532956,NA,0.539607,0.545405,0.549011,0.550975,0.5527045,554.1055
MMR,POP,21.7302495,22.2105805,22.704719,23.2134075,23.737315,24.279431,24.836496,25.4064285,25.9896625,26.5851125,27.193016,27.8072195,28.4283245,29.0263875,29.5981675,30.176565,30.7588115,31.355966,31.972976,32.5965495,33.2272045,33.858783,34.4829655,35.1627145,35.8993135,36.6228275,37.314878,37.9715945,38.600927,39.214618,39.8172515,40.3941535,40.950342,41.502429,42.0551425,42.6053375,43.15486,43.708798,44.2577925,44.787724,45.290841,45.7711385,46.232653,46.6671915,47.0687725,47.438365,47.7851355,48.125043,48.3907935,48.660459,49.024382,49.41982,49.837446,50.2626575,50.6816335,51.0890555,51.495696,51.894938,52.2722465,52.640713,53.0165215,53.387102,53.7567875,54.1337975,NA,54.500091,54.850648,55.184819,55.502482,55.802774,56085.14
