country,indicator,v1960,v1961,v1962,v1963,v1964,v1965,v1966,v1967,v1968,v1969,v1970,v1971,v1972,v1973,v1974,v1975,v1976,v1977,v1978,v1979,v1980,v1981,v1982,v1983,v1984,v1985,v1986,v1987,v1988,v1989,v1990,v1991,v1992,v1993,v1994,v1995,v1996,v1997,v1998,v1999,v2000,v2001,v2002,v2003,v2004,v2005,v2006,v2007,v2008,v2009,v2010,v2011,v2012,v2013,v2014,v2015,v2016,v2017,v2018,v2019,v2020,v2021,v2022,v2023,v2029,v2024,v2025,v2026,v2027,v2028,pop2029
BAL,GDP-PPP,35968.42831,37982.67086,39425.97443,38992.23229,43281.34325,46008.10941,48354.55927,50578.84495,53613.4617,55168.30696,59416.19283,62345.79361,65275.5511,71113.87707,75013.135,77942.89249,82811.63966,86710.89759,90589.05606,93518.81355,95108.62682,97105.84429,99912.57572,103109.6303,104553.1018,105703.1061,110142.678,111574.4412,113247.8576,116532.0524,112087.7432,105446.4909,90290.47066,80340.67005,81424.64037,80886.68917,84406.25403,92461.73275,98388.16734,98532.02761,104194.3044,110801.8341,118397.9429,129322.0088,138540.1413,151062.0554,165170.8905,181550.3326,179767.8656,153489.7659,153453.0737,161605.4159,169045.7197,173490.4776,178608.2326,183098.9599,187892.3617,196053.0914,203787.1544,210503.0946,208164.6423,222325.276,226376.1206,224266.9351,254691.9897,227524.1259,232967.3623,238248.8306,243568.129,249048.4939,NA
BDI,GDP-PPP,1851.815283,1597.262253,1742.024654,1814.06447,1927.861422,2004.344034,2096.804282,2386.614477,2379.505142,2344.775284,2844.814342,2922.956518,2735.771408,2924.240087,2902.985553,2923.246077,3155.429603,3517.340119,3484.256863,3542.268171,3577.374022,4012.499882,3970.22419,4117.731003,4124.135886,4610.090249,4759.9265,5021.869832,5274.521326,5345.70111,5532.79114,5809.255663,5867.929052,5501.770279,5291.052476,4872.001121,4482.24103,4410.973398,4620.494636,4573.827639,4534.636154,4627.859526,4833.6382,4774.487616,5005.270009,5050.317437,5323.731884,5507.504372,5775.263613,5995.459708,6302.676655,6556.838396,6848.401742,7185.63005,7490.347484,7198.223927,7155.034519,7190.809781,7306.577174,7439.013659,7463.350906,7694.714784,7836.990017,8045.390375,11010.69662,8389.90385,8838.799267,9373.089734,9935.810397,10485.19762,NA
BEL,GDP-PPP,130221.8014,136704.4006,143829.5614,150089.0825,160530.1043,166245.2665,171492.4498,178125.3842,185596.0735,197901.7367,208950.1612,216792.1047,228185.9321,242156.2227,252325.898,248977.5324,263051.6124,264698.672,272221.1768,278594.0324,291073.6555,290260.7351,291987.7488,292898.2911,300122.2831,305079.6822,310640.5589,317805.9791,332816.6189,344362.5821,355166.6227,361677.0905,367213.1188,363680.9939,375416.8767,384369.6579,389448.9137,404223.2726,412153.3578,426754.8935,442616.0054,447483.094,455121.1148,459845.1921,476267.2037,487324.876,499763.1121,518138.8074,520454.5187,509937.47,524543.5722,533432.0351,537375.2573,539843.1115,548364.7142,559559.3548,566647.2173,575824.5239,586148.7421,599283.3697,567756.3945,606653.3612,624913.0358,634041.5977,682512.4079,641381.5093,649038.3288,657088.5978,665136.181,674064.6611,NA
BEN,GDP-PPP,4528.274812,4670.520625,4510.489446,4723.836861,5038.00787,5304.713097,5494.402356,5553.653917,5767.04394,5932.990514,6057.450272,5966.779823,6350.227025,6585.576935,6805.489907,6472.337666,6529.576196,6854.988315,6941.023768,7394.67155,7896.160713,8682.162803,8876.214901,8490.292811,9163.559411,9853.605202,10067.54092,9916.527511,10254.2096,9961.538,10855.69904,11314.4391,11649.08749,12328.94828,12578.04241,13338.41006,13915.2008,14713.1942,15295.98561,16113.01293,17056.86718,17966.53305,18800.72473,19448.14212,20309.63347,20657.57091,21472.25156,22757.65554,23872.00169,24425.66315,24942.03748,25681.25784,26916.840510000002,28852.54725,30686.89962,31232.55905,32275.62452,34106.15656,36390.33237,38888.77855,40385.52691,43275.29376,45981.40386,48628.18233,69070.83921,51564.87078,54669.21678,57943.51657,61436.24156,65145.20221,NA
BFA,GDP-PPP,3446.864688,3586.253415,3806.047668,3757.78636,3843.569831,3988.262761,4009.704182,4363.493015,4497.486019,4588.608732,4593.978304,4658.906831,4766.597403,4788.015032,5184.770378,5340.229646,5796.012635,5817.478375,6085.5376,6308.54952,6358.821016,6629.408143,7263.325184,7288.455184,7158.815671,7768.558132,8386.5751079999991,8366.754546,8851.657585,9041.99188,8987.475138,9802.637733,9825.449529,10165.54616,10299.22383,10887.96597,12087.24753,12850.77898,13789.87788,14809.67214,15089.34893,16087.26881,16787.5418,18097.38872,18907.87161,20545.64748,21830.40065,22727.93117,24046.1493,24758.38442,26849.54728,28627.67536,30474.92547,32240.21138,33635.19555,34954.10853,37036.66617,39334.23183,41932.08834,44232.67368,45082.82155,48210.60482,49068.99087,50816.29886,68795.80851,53592.78597,56697.32242,59518.25099,62445.59623,65534.57767,NA
BGD,GDP-PPP,79366.65976,84174.81965,88764.89863,88360.22453,98038.13308,99612.87866,102169.754,100253.1884,109766.6686,111106.7637,117350.7997,110920.5826,95420.84128,98594.2333,108051.3491,103633.9786,109501.0724,112428.0975,120381.0787,126161.3382,127194.7785,136395.9772,139307.1145,144713.6883,151664.7354,156733.393,163274.4771,169433.8465,173527.8035,178450.0621,188482.9853,195052.0467,205668.1163,215358.2965,223736.0066,235194.1492,245831.7906,256869.3836,270167.5806,282784.829,297753.4635,312871.2637,324864.007,340261.1555,358090.7034,381493.226,406947.0369,435672.2064,461871.6159,485174.2497,512204.8768,545318.0194,580882.0054,615810.9839,653137.294,695936.0842,745438.1275,794565.5878,852722.2835,919933.1869,951655.021,1017685.096,1089940.384,1155614.037,1711578.473,1221484.049,1302101.968,1394551.241,1494958.913,1599606.046,NA
BGR,GDP-PPP,24844.98954,26501.90586,28248.56269,30086.41922,32041.01139,34092.64004,36765.88591,38757.68756,39455.91253,41406.12711,43728.4365,46733.64932,50425.41354,54465.92545,58588.8819,63742.03026,67953.99762,72160.1282,76199.91052,81269.88475,85902.25622,90111.60581,92215.32036,95378.58795,98618.06791,101264.4253,105525.2293,111914.2689,124162.941,120078.1267,109130.1511,99913.7222,92647.60869,91276.22502,92935.63714,95595.47279,100571.5907,86375.52886,89648.402,82121.43902,85888.53688,89172.66065,94408.81545,99353.14942,105821.4646,113288.5976,120995.155,129046.6422,136956.6299,132372.4971,134431.3653,137241.218,138268.8991,137518.4433,138824.1102,143540.7341,147885.1796,151945.9984,156040.8009,162337.3425,155898.7896,167843.3625,174433.6193,177654.7015,209192.4614,182516.7728,187854.7951,193359.4803,198482.7638,203921.7454,NA
BHR,GDP-PPP,2228.997616,2432.616638,2658.759888,2902.922521,3168.708413,3459.270956,3777.313057,4126.438593,4506.647564,4921.093361,5372.478893,5429.239948,5538.707697,5368.424532,9167.811332,10059.77077,12447.33895,14277.20724,15436.75451,15264.6694,16409.51497,15537.07073,14363.05584,15278.89839,16043.40039,15280.01232,15460.77393,17068.54126,18263.33772,18329.81757,19143.29436,21293.08608,22717.59319,25641.34895,25577.2452,26582.42877,27674.96822,28530.95493,29897.58847,31183.18446,32835.91508,33653.84069,34780.75659,36970.70675,39551.61722,42228.86535,44959.80613,48688.75466,51729.37264,53043.2397,55342.2924,56440.01507,58544.16003,61715.4034,64400.26467,66000.85503,68349.25002,71282.08201,72786.93976,74364.20703,70910.25929,72803.35666,76342.22465,78340.98206,93214.25719,81135.80619,83701.54638,85935.11484,88271.77108,90665.6983,NA
BHS,GDP-PPP,2499.6714700000002,2766.31386,3055.448207,3377.005263,3731.64374,4120.689859,4494.515905,4925.90466,5340.752704,5820.441091,5491.606568,5580.928029,5385.744228,5793.314129,4822.689008,4108.780263,4321.82812,4717.488425,5386.405647,6794.37415,7235.687906,6568.094029,7008.083933,7260.168347,8289.017594,8689.309182,8845.456088,9109.450437,9319.852111,9946.8293,9788.053128,9378.737788,9019.946455,9047.710446,9332.615245,9741.267325,10152.69271,10283.43433,10768.48322,11537.79485,12016.43096,12331.98361,12665.55837,12505.34961,12615.69354,13044.13311,13372.40075,13565.77903,13250.55806,12697.29054,12892.65899,12971.713,13372.06905,12989.29285,13229.21901,13361.01255,13259.07157,13593.75198,13990.45939,13886.41768,10621.98452,12426.07447,14211.47893,14822.87988,16399.47619,15163.40699,15436.49205,15683.04252,15918.53692,16157.34814,NA
BIH,GDP-PPP,2687.275831,2829.667942,2930.4931110000002,3227.987026,3547.651871,3598.490638,3776.596794,3902.576166,4132.345041,4595.699484,4814.529689,5240.029709,5425.655607,5567.299533,6391.232285,6433.253822,6776.017726,7341.134939,8015.525195,8438.799597,8656.616436,8762.186431,8817.665845,8717.105856,8865.606575,8814.029093,9126.846615,9041.951179,8802.995717,8850.860681,8047.202531,6867.155034,6369.15758,6258.072519,6535.980015,7895.463698,14919.08394,20049.69336,23177.44485,25402.47949,28645.22526,29339.38877,30814.41017,32006.04618,34030.5138,35356.74349,37270.95884,39453.96599,41601.77324,40351.8663,40701.18,41091.7124,40754.00572,41711.66643,42192.95695,44013.47782,45440.5071,46914.64303,48710.30062,50116.73424,48605.66702,52198.42908,54341.81503,55320.48135,65734.7675,56703.37941,58403.88812,60156.06555,61959.9117,63819.98558,NA
BLR,GDP-PPP,29076.50867,30704.8017,31871.5535,31520.9208,34988.19413,37192.48394,39089.32995,40887.41969,43340.57275,44597.49372,48031.44111,50399.70034,52768.08626,57487.72911,60639.84924,63008.23516,66944.08046,70096.20059,73231.26413,75599.65005,76884.83879,78499.36892,80768.30183,83352.76797,84519.65551,85449.30723,89038.21164,90195.63436,91548.40699,94203.31638,90610.5824,89523.25938,80929.02532,74778.41786,66029.3401,59162.28838,60818.83519,67752.18573,73443.36346,75940.43726,80344.98518,84141.53162,88386.69697,94611.9422,105444.7665,115356.5762,126892.2277,137804.9677,151861.0737,152164.7886,164031.0049,172853.7528,175770.0299,177533.8308,180598.4375,173682.1258,169295.2081,173581.1257,179048.3054,181637.714,180415.4663,184815.5579,176133.94,182971.2081,198992.1671,187363.9809,189515.7223,192029.0148,194466.1913,196891.6576,NA
BLX,GDP-PPP,138860.2059,145673.6544,152920.6786,159492.853,170673.5593,176314.1739,181672.7096,188327.7077,196225.2492,209590.945,221936.2233,230124.5364,242398.0632,257549.7621,268367.8849,263965.3416,278419.2622,280307.5589,288466.1216,295220.0199,307839.4486,306934.1571,308849.7963,310264.3576,318562.7786,324034.9822,331488.3431,339477.4549,356322.2124,370171.2685,382348.3143,391208.419,397281.8143,395012.7698,407945.8154,417364.4755,422905.0239,439492.6478,449776.7922,467454.1116,486138.989,492344.1284,501429.1048,507366.1629,525799.2105,538086.7003,553579.131,576313.2072,578454.2922,566058.6582,582775.1483,592271.7235,597185.7429,601550.66,611690.9047,624322.9134,634634.8293,644707.6607,655871.7863,671039.4314,638859.5981,682853.5284,702164.9066,710447.7673,769947.3819,718751.8021,728656.249,738713.7125,748671.5995,759534.307,NA
BLZ,GDP-PPP,218.0022895,228.6675658,239.8554745,251.7437533,264.3306386,277.363569,290.5961554,304.8735024,327.3342207,344.0491328,360.58996,374.867307,413.1723876,435.2849363,494.3095089,512.0691818,511.894971,545.1507106,588.3310472,632.5560185,717.5505577,725.6859366,724.9042971,709.3682935,723.3574975,730.6815928,763.8505693,845.8522509,928.6418284,1049.450897,1148.882718,1284.206218,1447.765556,1536.627755,1536.320631,1547.559712,1564.664989,1630.922551,1694.414719,1854.08266,2081.033764,2184.951502,2302.918608,2525.500881,2646.236637,2704.961636,2826.994776,2920.201476,2875.271432,2862.312807,2897.804139,2889.163421,2994.953012,3127.858359,3253.139044,3358.068818,3357.698276,3296.810946,3331.612023,3472.746922,2995.880042,3531.017552,3839.427622,4020.070548,4712.024809,4156.318179,4261.948365,4369.874859,4481.628534,4594.913081,NA
BMU,GDP-PPP,1218.150282,1275.159715,1332.159354,1346.413459,1495.999994,1567.209594,1792.317881,2030.248793,2072.990872,2144.227672,2279.577592,2357.938071,2400.680151,2436.298551,2457.66959,2550.27743,2778.235189,2942.079829,2984.821908,3048.935029,3291.140148,3369.500628,3191.408628,3255.521748,3271.193844,3205.655988,3419.366387,3547.592627,3691.490962,3707.875426,3708.587794,3577.512131,3575.374989,3682.942546,3705.025961,3868.015549,3968.602343,4151.158084,4313.053254,4458.948621,4874.395838,5226.445935,5149.210008,5324.834458,5448.438095,5539.656179,5846.767316,6042.34985,5929.602271,5595.961476,5455.901371,5251.700933,4973.08249,4959.172354,5157.802994,5324.167572,5044.853304,5227.044137,5204.421422,5220.360833,4863.394899,5009.968693,5156.616136,5703.859382,6685.635635,5897.173732,6047.046656,6200.177686,6358.738895,6519.472176,NA
BOL,GDP-PPP,12523.62281,12785.27835,13498.55853,14416.14002,14986.52852,15722.8829,16850.30632,17914.77715,19442.80788,20312.69802,21375.26121,22457.5626,24246.86558,25638.43236,26392.09146,28321.62195,29628.54231,31101.44104,31739.85863,31782.18184,31346.20248,31432.59775,30194.5501,28974.04973,28915.90875,28431.16541,27699.38014,28381.7501,29207.51654,30314.51967,31719.83636,33390.37001,33940.14184,35389.147,37040.85231,38773.72583,40464.7806,42469.4903,44605.43163,44795.84572,45919.24078,46692.42855,47852.99956,49150.457,51201.65085,53465.4976,56030.24224,58587.67781,62189.93993,64277.65595,66930.2165,70413.32684,74020.09148,79050.50536,83367.11315,87416.40988,91143.77642,94967.4459,98978.51341,101172.5757,92332.23303,97974.99994,101507.6653,104046.3839,118208.7887,105710.3008,108035.4098,110411.8684,112952.6456,115550.9344,NA
BRA,GDP-PPP,322001.2512,349693.5229,372772.694,375009.1934,387760.145,397066.6482,423668.8612,441463.4694,484727.5182,530776.5128,585976.532,652444.4764,730347.7845,832367.357,900238.0257,946751.7475,1043860.931,1095367.052,1149806.764,1227528.966,1340461.084,1283491.001,1294143.846,1256225.868,1324062.366,1428000.646,1534957.945,1589143.082,1588189.708,1638375.116,1567106.13,1583281.027,1574668.198,1652214.417,1748911.839,1822789.789,1863043.363,1926294.097,1932803.694,1941859.04,2027064.715,2055238.828,2117994.758,2142157.458,2265544.99,2338090.725,2430725.61,2578267.503,2709609.492,2706200.479,2909929.364,3025582.268,3083709.028,3176369.016,3192376.511,3079182.394,2978310.936,3017710.091,3072543.758,3110052.691,3008143.766,3151407.77,3246475.459,3340897.466,3775594.082,3412854.892,3485303.037,3557913.894,3628990.609,3701609.214,NA
BRB,GDP-PPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2650.392223,2600.034772,2713.401774,2812.229449,2949.380173,3182.17499,3321.333565,3258.236479,3098.552313,3114.083904,3226.202573,3261.634014,3428.113251,3516.934534,3640.216533,3771.264329,3646.526242,3504.315116,3304.831251,3331.04081,3398.020794,3466.456864,3604.299731,3775.147226,3915.902266,3929.007046,4103.737439,4006.664998,4038.213541,4126.0641,4184.307565,4349.816077,4612.785319,4708.692891,4739.416318,4500.763722,4398.497906,4365.590348,4352.242888,4295.698191,4295.649655,4399.85692,4511.393154,4532.26373,4492.755246,4504.598084,3930.802885,3900.030922,4342.050282,4533.440744,5246.321884,4701.149053,4832.609168,4943.770295,5042.848691,5143.377015,NA
BRIC,GDP-PPP,1591572.9851,1608466.3558,1662491.6101,1670501.6445,1838919.8321,1963393.1325,2084401.8672,2148618.5654,2266959.3752,2401497.5952,2636057.4331,2811731.6604,2988069.564,3287173.8374,3475816.898,3643844.8603,3873477.4919,4072921.2892,4297871.3912,4506146.0783,4710573.8727,4739554.5053,4893138.0509,5027575.3507,5264510.7151,5531232.6457,5861646.8702,6096697.2321,6293748.6808,6499170.4853,6390461.5831,6396008.6172,6199577.3838,6332954.1981,6432716.396,6706363.9004,6958773.1399,7340933.2828,7516338.8868,7929087.678,8550758.8026,9052121.9704,9652871.5136,10367085.985,11246180.953,12203786.843,13418883.075,14947461.771,16118689.137,16759776.262,18254548.882,19653937.372,20880299.2,22128436.661,23295520.588,24251705.349,25349342.327,26749418.382,28253795.455,29675728.398,29937309.379,32242513.126,32997120.428,34582627.069,42220992.274,36042207.7,37349406.108,38587749.942,39808183.82,41007570.267,NA
BRN,GDP-PPP,5886.240947,6195.161468,6537.194529,6927.143383,7306.963695,7763.13763,8209.572582,8537.191949,9159.707702,9620.945908,10309.29718,11138.27936,12026.86411,12990.24425,13593.24542,13641.56439,16391.07549,18180.43954,19412.31602,23792.206,22127.53601,17740.37232,18442.29763,18534.77948,18645.96527,18368.00072,17869.22318,18228.23907,18428.26978,18230.31725,18428.92207,19008.68516,19913.22881,19973.8791,20602.13697,21524.84639,22144.39987,21818.61775,21696.75884,22358.97801,22996.07962,23627.10136,24541.96564,25254.65339,25382.01722,25480.37437,26600.9298,26642.05,26125.27026,25664.28058,26331.28644,27317.47695,27566.84226,26980.76333,26303.99066,26200.77808,25551.54435,25891.02282,25904.54772,26906.82313,27211.83171,26778.95607,26342.90588,26713.43664,31593.73539,27351.65123,28040.58486,28857.72495,29739.6727,30649.7977,NA
BTN,GDP-PPP,263.5464,265.8232588,271.5154057,277.2075525,280.053626,288.0226316,293.7147784,298.8377106,307.3759309,312.4988631,326.1600156,339.8211681,367.1434731,380.8046256,403.0039983,425.7725858,453.0948908,443.9874558,548.1537435,575.5614307,633.4086927,729.1946227,754.2772687,832.956051,870.9110176,905.9959554,1009.208805,1302.427599,1364.519181,1464.887308,1616.988285,1610.392983,1684.485415,1717.945471,1803.009604,1930.556618,2037.995431,2147.514015,2274.518655,2456.115589,2538.519944,2750.459818,3052.798114,3291.62774,3489.413167,3743.695405,4005.744278,4741.233138,4968.786757,5304.097071,5937.718991,6411.704359,6739.881088,6882.764722,7280.347329,7763.924899,8394.901679,8785.418626,9093.072727,9616.392564,8633.751358,9015.481223,9450.60241,9889.499859,12881.20401,10314.24962,10826.70441,11387.61237,11794.17225,12254.45079,NA
BWA,GDP-PPP,473.881516,503.9411651,537.5372485,569.3650716,608.2658064,643.6301072,684.4621241,725.0134929,801.6260783,922.8592344,1080.855206,1359.943987,1718.451618,2084.53653,2267.929785,2459.484813,2721.355426,3048.245731,3485.144743,3908.540652,4377.053564,4773.82723,5354.588703,6058.541973,6576.267626,7044.844535,7620.614347,8526.090268,10184.41223,11514.43596,12294.2882,13211.28341,13596.66582,13857.19249,14359.91982,15369.48109,16265.4911,17619.73814,17697.9105,19408.81011,19794.59822,19844.19833,21048.64807,22022.33638,22618.22154,23648.85374,25626.81339,27111.26085,27992.93883,24033.55188,26466.27827,28276.18258,28227.85837,31361.94774,33147.94084,31539.82298,33812.08579,35203.23796,36677.5825,37789.7211,34491.14987,38585.37294,40818.66238,42143.30128,53412.08935,43649.53561,45654.48898,47485.6619,49381.41122,51368.26674,NA
CAF,GDP-PPP,2220.460826,2330.452548,2243.904197,2228.039553,2274.390008,2295.941643,2310.745501,2418.810128,2452.772961,2626.712398,2687.990468,2718.370201,2718.346628,2769.694564,2945.266432,2957.194381,3117.84453,3236.517016,3275.654127,3194.904738,3051.816493,3004.682237,3236.517016,2973.501021,3255.440259,3383.288546,3504.341908,3331.262885,3388.232986,3455.227515,3381.025535,3362.343914,3146.344313,3156.89324,3311.579412,3550.014637,3408.010753,3588.633143,3757.304008,3892.566009,3795.663209,3965.129665,4108.530252,3886.772941,4119.780477,4157.196757,4355.540167,4556.223198,4649.813988,5049.105626,5282.92054,5504.518734,5782.70397,3678.263665,3681.245654,3840.905732,4023.360925,4205.509667,4364.875084,4500.186211,4540.687887,4585.319217,4608.342563,4641.82703,5224.042775,4700.722658,4781.57367,4874.637844,4977.562185,5094.073741,NA
CAL,GDP-PPP,8068.110708,8241.379,8920.267103,9261.982776,10101.3035,11009.50518,11074.61184,11225.06467,11302.25556,11315.7062,14746.8781,13399.33819,12245.59343,12044.46556,12636.22221,12979.72957,13648.67838,13760.4537,14217.54537,14179.45614,13842.33028,15964.61766,16717.30038,17218.86193,18327.47646,19256.67291,20197.38705,19909.41424,20998.72421,22452.91433,23147.59806,24625.70963,26233.15005,27468.01983,22152.61376,24039.51716,25575.16622,26950.36275,28118.74019,30957.5566,33439.55687,35794.49623,38041.66977,40855.94418,44350.55566,49029.4448,53861.0917,58768.37815,62977.50556,64983.41344,69583.72016,74800.51535,80507.35394,86669.95404,93042.10946,99649.97578,106599.0225,114007.7416,121898.9299,129630.8126,127678.7711,131256.1432,136639.1497,142679.6195,193174.1531,149989.458,157764.9668,166005.3594,174673.4574,183761.0423,NA
CAN,GDP-PPP,303027.7198,312613.3704,335833.7824,353624.3763,377161.6147,400987.6677,428093.1911,441216.0491,463313.3577,486789.596,500997.5881,521131.9042,549896.666,586897.2403,606603.936,615978.413,652255.0813,675311.1667,700540.633,726637.1691,742457.5079,767812.9149,743502.8045,762553.232,807532.9647,845791.2983,863734.5991,898906.0069,938555.3042,960492.4371,962441.7357,942316.5481,950707.5586,975974.5786,1019835.358,1047190.69,1064877.335,1110455.862,1153684.648,1212995.616,1275325.871,1299239.483,1338206.992,1362380.164,1404509.916,1449601.066,1487840.727,1518340.043,1533453.695,1488752.198,1534766.645,1582915.259,1610705.889,1648167.906,1695527.463,1706547.9,1724271.269,1776582.812,1825313.829,1860148.701,1766430.068,1859820.464,1930863.12,1951445.386,2161998.657,1973968.86,2019518.744,2057058.973,2091676.188,2126701.729,NA
CAU,GDP-PPP,56401.9914,59560.51949,61823.75976,61143.60992,67869.35278,52074.17737,55268.71599,58203.52308,61305.5426,63579.24019,69678.5775,72351.83488,75160.33602,81078.88579,86680.94602,91381.48039,97029.13539,102541.0969,108489.8047,114046.2663,117513.9898,121742.5054,124741.1973,129390.5264,133708.9912,137701.2304,134960.7367,136703.8091,141352.1802,138625.2556,126451.6368,112642.0034,74669.3237,57326.32388,49717.62161,47664.5713,50221.86242,53673.58529,57474.79317,60394.78259,64664.40228,70007.11817,76293.808180000007,84855.23257,92074.82667,110303.6747,136486.9875,163899.2462,177501.4732,182218.8251,191084.7592,195181.5167,202498.8069,212586.753,219435.1007,223392.4286,220380.7528,225487.6355,231883.5975,240913.3447,228010.9211,243406.9999,261127.3633,271438.3107,335014.7689,282544.2313,292702.456,302486.8907,312801.0661,323634.309,NA
CEA,GDP-PPP,42928.37087,45332.37225,47054.95713,46537.28526,51656.34536,54910.74469,57711.23597,60365.92413,63987.74358,65843.45363,70913.31152,74409.79426,77906.46403,84874.51447,89528.28441,93024.95418,98835.81093,103489.5809,108118.1686,111614.8383,113512.2828,115895.9647,119245.8027,123061.4919,124784.2772,126780.6261,131965.6333,133164.256,144326.7888,144992.8484,151737.9698,146807.6231,124922.1556,121126.615,104004.7879,100759.8686,100542.4938,102003.0357,105182.8155,110596.6848,115255.1338,120821.2093,126022.8371,132219.3856,141823.8927,153196.0567,164948.675,179413.8685,197040.522,208122.3746,224279.8474,243867.854,261310.4597,282464.1528,303431.6821,322365.2546,341553.6917,358845.1721,380134.2517,402790.9577,403152.0075,433142.981,451087.1405,473614.817,623985.3603,495023.1115,518127.1607,542552.6686,568376.875,595497.2145,NA
CEI,GDP-PPP,1494944.841,1578662.191,1638649.778,1620622.285,1798889.299,1892150.042,1989189.9,2081084.12,2205554.418,2270013.528,2446005.355,2565846.82,2685829.795,2925249.848,3086801.164,3208676.172,3409047.416,3570508.633,3731562.732,3854293.668,3921345.335,4005451.761,4120704.55,4253218.793,4315268.32,4365878.338,4540583.112,4599434.86,4691448.004,4825657.345,4652755.584,4371809.04,3773078.036,3402043.554,2909416.184,2742296.588,2632674.363,2663736.988,2564866.716,2696317.607,2939387.747,3117249.229,3277240.103,3529374.494,3814938.921,4065998.115,4419816.907,4811354.085,5058395.535,4704867.205,4934555.076,5171635.653,5361776.703,5485919.791,5503027.42,5397740.268,5434436.085,5560307.726,5737798.572,5897540.97,5742501.306,6051610.614,5855247.204,6086333.17,6997141.158,6286733.265,6459904.165,6587701.479,6726557.823,6860156.328,NA
CHE,GDP-PPP,171664.6619,185584.4217,194473.2887,203962.9601,214682.9304,219200.7768,224596.2026,231459.8863,239764.8254,253271.1104,269423.6348,280403.8406,289378.1901,298203.9571,302542.5497,280507.8476,276570.426,283301.1879,284460.1274,291547.4864,304964.4355,309847.9407,305790.7376,307744.9829,317003.3572,328648.7795,334757.1533,340064.6551,351210.6011,366420.8092,379885.4018,376406.3488,376241.7349,375767.7323,380539.072,382368.9562,384170.985,392858.3409,404761.8275,411491.8071,427781.6147,434522.0071,434203.8623,434063.1865,445790.3118,458048.2044,476707.3865,495377.0379,509287.1447,497586.9108,513725.6315,523040.0333,529208.0023,538692.1723,551350.7992,560418.4667,572011.7854,579807.1603,596392.2299,603202.9227,590283.9014,622111.3492,638089.2103,642963.7312,701171.9854,651584.7223,660645.1919,672536.2719,680607.0762,692857.9583,NA
CHL,GDP-PPP,44277.42812,46599.89961,48476.33107,51307.41674,52619.46054,53119.4888,59088.12336,61224.74981,63423.95099,65921.57557,67127.25942,73452.45043,72703.27378,69046.84558,70691.64455,61563.86798,63923.35493,70599.94888,76036.92408,82437.94403,89021.94998,94830.96192,84385.99048,80151.99048,83441.17428,86787.09544,91454.23841,97484.98114,104612.3855,115659.6979,119936.3055,129495.1109,145394.5511,155552.1976,164431.3017,181906.3661,195392.0061,209834.8741,218607.8322,218009.6518,228848.2672,236066.2214,243626.9473,255134.0456,272162.3402,288048.5814,305475.4943,321263.1732,333437.0964,329709.1457,349002.5741,370724.1348,393543.4659,406563.8826,413852.1481,422758.0092,430169.1203,436009.506,453406.414,456775.814,428705.8118,479024.8619,490715.0003,491788.5934,563861.7602,501539.7208,514246.2788,526356.7264,538705.3952,551077.5394,NA
CHN,GDP-PPP,249085.522,181159.8044,171051.0456,188669.6607,222969.5304,260763.3407,288534.6044,271886.2671,260739.8283,304908.6305,363755.4319,389494.3466,404397.5514,435830.9601,446009.8069,484832.9224,477268.8944,513426.6627,573309.8082,616839.5963,665154.3777,699154.605,762210.9023,844290.9562,972561.0918,1103183.303,1201907.247,1342026.178,1492627.122,1555420.673,1616390.169,1766106.874,2017331.612,2297412.835,2596916.986,2881381.505,3167293.647,3459842.632,3731306.322,4017185.623,4358243.92,4721537.022,5152785.101,5670024.095,6243470.328,6954888.055,7839619.018,8955262.502,9819504.401,10742414.25,11884961.31,13020073.2,14043935.27,15134607.87,16258469.72,17403280.43,18595190.74,19887035.12,21229364.47,22526504.19,22996148.41,24939233.49,25684612.7,27030519.58,33794851.27,28285150.74,29441016.41,30550994.16,31643844.58,32713382.18,NA
CIV,GDP-PPP,12545.59521,13791.69338,13960.9167,15983.90321,18799.16211,18214.57317,20323.33982,21257.83783,23925.32418,26207.61319,28926.66141,31662.15096,33003.55757,34963.70405,36476.71669,39487.09866,44587.40926,47848.7371,53068.7729,54339.45556,48385.10252,50078.82251,50179.39197,48222.27504,46919.66532,49031.62417,50629.73581,50453.05174,51026.44259,52530.70464,51955.01622,51976.2789,51849.1654,51749.36348,52169.15777,55886.59878,60206.25699,66015.46242,68830.29965,69633.45287,69448.37449,67952.44783,66096.98825,62973.33277,64979.05749,65626.29151,67474.05132,68217.23061,71479.83289,74055.48112,79126.83705,74877.37202,80583.33608,89254.27479,97619.18538,104642.8364,112148.6155,120459.683,126293.7214,134525.9083,136863.4579,146443.9,156316.1665,166007.7659,238385.6012,176798.2714,188113.36,199964.504,212162.3366,224892.0791,NA
